Gender,Age,Education,Occupation,State,Relationship_Status,Obligation_Rating,Obligation_Category,NEP,Vacation_Behaviour,Rest_And_Relax,Luxury_Be_Spoilt,Do_Sports,Excitement_A_Challenge,Not_Exceed_Planned_Budget,Realise_Creativity,Fun_And_Entertainment,Good_Company,Health_and_Beauty,Free_And_Easy_Going,Entertainment_Facilities,Not_Care_About_Prices,Life_style_of_The _Local_People,Intense_Experience_of_Nature,Cosiness_Familiar_Atmosphere,Maintain_Unspoilt_Surroundings,Everything_Organised,Unspoilt_Nature_Natural_Landscape,Cultural_Offers,Change_Of_Surroundings,Income_Doller_K,Expenditure_Doller_K
Female,37,3,retired,SA,living with a partner,3.40,Q2,4.07,3.24,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,37,8,professional,WA,living with a partner,2.77,Q1,4.00,3.31,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Female,58,3,Clerical or service worker,NSW,married,3.40,Q2,3.93,3.04,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,no,yes,,
Female,28,7,sales,VIC,living with a partner,3.80,Q2,4.40,3.71,no,no,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,no,yes,no,no,no,yes,,
Male,30,4,manager or administrator,NSW,married,4.33,Q4,4.27,3.73,yes,yes,yes,yes,no,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Male,61,7,professional,WA,married,3.17,Q1,4.73,3.27,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,29,7,,WA,married,3.63,Q2,3.80,2.63,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,yes,yes,yes,no,yes,no,no,,
Female,26,3,small business owner,WA,single,4.23,Q4,3.47,4.24,yes,yes,yes,yes,yes,no,yes,no,no,yes,yes,yes,yes,yes,no,no,yes,yes,yes,yes,,
Female,56,7,,NSW,married,4.43,Q4,3.13,3.54,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,yes,no,no,yes,no,yes,yes,,
Female,38,2,,VIC,widowed,4.93,Q4,3.13,4.56,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
Male,36,3,professional,VIC,single,3.60,Q2,2.67,2.88,yes,no,no,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Female,64,1,home-duties,NSW,married,4.23,Q4,3.40,4.20,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Female,62,1,retired,VIC,married,2.70,Q1,2.60,2.20,yes,no,no,yes,no,yes,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Female,33,7,professional,QLD,married,3.10,Q1,3.60,2.74,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,57,6,retired,QLD,married,3.87,Q3,4.00,3.40,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,,
Male,39,2,sales,VIC,married,3.13,Q1,3.33,1.73,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,105,7,manager or administrator,NSW,separated or divorced,4.63,Q4,2.93,3.33,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,48,2,transport worker,QLD,married,3.60,Q2,3.60,2.00,yes,no,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,70,6,,NSW,married,3.23,Q1,3.67,2.79,no,no,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,yes,,
Female,59,6,small business owner,NSW,separated or divorced,3.97,Q3,4.13,2.20,yes,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,yes,no,yes,,
Male,37,6,Clerical or service worker,QLD,married,3.00,Q1,3.00,2.90,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,48,8,professional,NSW,single,4.23,Q4,3.47,3.55,yes,no,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,yes,,
Male,31,3,professional,NSW,living with a partner,3.77,Q2,4.47,3.24,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,47,6,professional,NSW,single,3.43,Q2,4.53,1.67,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,yes,,
Female,32,6,sales,NSW,married,4.17,Q3,3.87,3.60,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Female,38,3,professional,SA,married,4.03,Q3,3.20,2.50,yes,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,,
Female,20,6,sales,VIC,single,4.33,Q4,3.33,4.13,yes,no,no,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,yes,no,no,,
Female,40,6,unemployed,QLD,living with a partner,4.33,Q4,3.40,3.96,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,25,7,home-duties,VIC,living with a partner,3.47,Q2,3.13,2.73,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,,
Male,66,8,professional,WA,married,3.57,Q2,3.53,3.27,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,,
Male,25,8,manager or administrator,NSW,single,3.83,Q3,3.60,2.36,yes,yes,no,yes,no,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,,
Male,35,7,small business owner,NT,living with a partner,1.33,Q1,2.60,1.73,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,,
Female,39,6,manager or administrator,QLD,married,4.13,Q3,3.67,3.29,yes,no,yes,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,yes,no,yes,no,no,,
Male,41,6,professional,NSW,separated or divorced,4.10,Q3,3.20,2.30,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,,
Male,35,3,tradesperson,QLD,single,2.70,Q1,4.00,2.14,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,65,4,professional,SA,married,3.90,Q3,3.60,3.70,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,22,7,professional,ACT,living with a partner,3.53,Q2,4.00,3.00,yes,no,no,yes,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,65,3,professional,SA,married,3.37,Q1,3.13,1.97,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,yes,,
Male,32,8,professional,SA,married,3.33,Q1,4.40,2.72,yes,no,no,no,no,no,yes,no,no,yes,no,no,yes,no,no,no,no,no,no,no,,
Male,33,1,unemployed,SA,living with a partner,3.97,Q3,3.67,3.20,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Male,58,1,small business owner,VIC,married,3.07,Q1,4.27,3.12,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,,
Male,57,1,retired,VIC,married,4.20,Q3,2.13,3.00,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Male,71,1,sales,VIC,married,2.03,Q1,1.73,1.80,yes,no,no,yes,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,no,yes,,
Male,70,8,retired,NSW,married,3.97,Q3,3.60,2.94,yes,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,no,yes,no,yes,,
Male,59,7,unemployed,VIC,separated or divorced,1.73,Q1,2.53,1.77,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
Female,43,2,home-duties,VIC,married,3.37,Q1,3.87,2.95,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,
Female,47,6,Clerical or service worker,NSW,married,3.73,Q2,4.20,3.03,yes,yes,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,yes,no,yes,yes,no,,
Female,32,3,Clerical or service worker,VIC,living with a partner,4.13,Q3,3.87,2.67,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,yes,,
Male,58,1,transport worker,QLD,single,3.60,Q2,2.53,3.17,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,30,6,Clerical or service worker,VIC,living with a partner,2.30,Q1,2.87,1.97,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,,
Female,53,1,sales,VIC,married,3.23,Q1,3.40,2.04,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,,
Female,51,8,professional,NSW,living with a partner,4.70,Q4,4.20,4.17,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,yes,,
Female,48,3,manager or administrator,VIC,single,4.03,Q3,4.40,2.67,yes,yes,no,no,yes,no,yes,yes,yes,yes,no,no,yes,no,no,no,yes,yes,no,yes,,
Female,69,8,retired,QLD,married,3.73,Q2,3.07,3.65,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,,
Female,61,6,retired,ACT,married,4.30,Q4,4.07,3.63,yes,no,no,no,no,no,yes,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,no,,
Female,26,6,manager or administrator,QLD,married,2.93,Q1,3.67,2.40,yes,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,
Male,21,6,Clerical or service worker,NSW,single,4.50,Q4,3.80,4.46,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,,
Male,43,6,Clerical or service worker,WA,living with a partner,4.30,Q4,3.07,2.77,yes,yes,yes,yes,yes,no,no,yes,no,yes,yes,no,yes,no,no,yes,no,yes,no,yes,,
Male,61,3,retired,QLD,single,2.57,Q1,2.53,1.67,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,no,no,yes,,
Female,31,4,manager or administrator,NSW,married,4.47,Q4,3.80,4.18,yes,yes,no,yes,no,no,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,,
Female,27,1,small business owner,QLD,married,4.43,Q4,4.40,3.32,yes,yes,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,,
Female,32,6,manager or administrator,VIC,married,3.40,Q2,3.33,2.33,yes,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,,
Male,31,1,professional,NSW,married,3.90,Q3,3.07,3.00,yes,no,no,no,yes,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,yes,,
Male,26,7,manager or administrator,VIC,living with a partner,3.83,Q3,3.47,3.07,yes,no,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,,
Female,33,4,Clerical or service worker,NSW,living with a partner,4.20,Q3,3.60,2.72,yes,no,no,no,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,36,8,manager or administrator,NSW,single,3.00,Q1,3.13,2.45,yes,no,no,no,no,no,yes,yes,no,yes,no,yes,yes,no,yes,no,no,no,yes,yes,,
Male,40,3,professional,NSW,married,2.73,Q1,2.20,2.32,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,no,no,no,,
Male,22,3,Clerical or service worker,WA,single,2.83,Q1,2.93,2.07,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,,
Male,48,3,retired,QLD,living with a partner,4.23,Q4,4.00,3.07,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,30,7,home-duties,WA,living with a partner,3.80,Q2,4.20,3.53,yes,yes,no,no,yes,no,no,no,no,yes,yes,no,yes,yes,no,no,yes,yes,no,yes,,
Male,47,1,,VIC,separated or divorced,3.93,Q3,3.73,3.50,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,,
Male,36,6,manager or administrator,VIC,single,3.13,Q1,3.60,2.52,yes,yes,no,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,56,6,Clerical or service worker,QLD,married,3.60,Q2,4.40,3.04,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,,
Female,57,7,retired,QLD,separated or divorced,4.47,Q4,3.67,3.82,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Female,60,4,home-duties,WA,married,4.77,Q4,3.67,2.80,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,73,6,retired,NSW,married,3.27,Q1,3.73,2.14,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,no,yes,,
Male,52,3,transport worker,QLD,separated or divorced,4.20,Q3,2.67,3.18,yes,no,no,yes,yes,no,yes,no,yes,no,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Male,52,4,professional,QLD,married,1.23,Q1,2.93,3.10,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Female,37,6,manager or administrator,ACT,single,4.63,Q4,3.80,3.30,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,76,8,professional,NSW,married,3.93,Q3,2.60,3.67,yes,yes,no,no,no,no,no,no,no,yes,yes,no,yes,no,no,no,no,yes,yes,yes,,
Female,74,4,retired,VIC,married,3.43,Q2,3.93,3.56,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,,
Female,36,3,manager or administrator,NSW,married,4.27,Q4,3.67,3.56,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes,,
Female,62,8,professional,NSW,single,4.50,Q4,4.93,3.14,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Male,38,3,professional,QLD,separated or divorced,2.80,Q1,3.73,2.13,yes,yes,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,44,4,professional,QLD,separated or divorced,2.73,Q1,3.20,2.52,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,43,6,professional,QLD,separated or divorced,3.90,Q3,3.80,2.55,yes,no,yes,no,no,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,yes,,
Male,40,3,tradesperson,QLD,married,2.27,Q1,4.13,1.76,yes,no,no,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,yes,no,yes,,
Female,23,7,sales,VIC,single,3.93,Q3,4.20,3.09,yes,no,no,yes,yes,yes,yes,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Female,28,7,professional,VIC,single,4.27,Q4,2.80,3.86,yes,yes,yes,yes,yes,no,yes,no,yes,yes,yes,no,yes,yes,no,yes,no,yes,no,yes,,
Female,46,3,professional,QLD,married,2.03,Q1,3.80,1.93,yes,yes,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
Male,58,2,,QLD,married,3.67,Q2,4.20,3.08,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Male,58,1,retired,VIC,living with a partner,3.73,Q2,4.27,2.38,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,,
Female,41,1,home-duties,NSW,living with a partner,5.00,Q4,4.27,3.27,yes,no,yes,no,no,no,yes,yes,no,yes,yes,no,yes,yes,yes,yes,yes,no,no,yes,,
Male,72,7,retired,ACT,married,3.83,Q3,3.47,3.10,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,,
Male,75,3,retired,VIC,married,3.67,Q2,2.67,2.53,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,yes,yes,no,,
Female,55,3,professional,WA,married,4.53,Q4,4.07,4.12,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,,
Male,46,4,professional,VIC,married,4.07,Q3,3.73,2.47,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,yes,yes,no,,
Male,55,3,Clerical or service worker,VIC,married,3.80,Q2,4.07,2.23,yes,no,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,32,7,professional,NSW,married,3.43,Q2,2.93,2.10,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,yes,no,no,no,no,yes,,
Male,31,6,transport worker,NT,married,3.60,Q2,3.07,3.33,yes,yes,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,,
Male,19,3,,NSW,single,3.00,Q1,3.13,,yes,yes,yes,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
Male,68,7,professional,VIC,married,4.50,Q4,3.67,3.62,no,yes,no,yes,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,yes,yes,,
Female,66,8,retired,NSW,separated or divorced,4.27,Q4,3.93,2.95,yes,no,no,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,,
Female,25,7,manager or administrator,NSW,living with a partner,3.00,Q1,3.00,3.00,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,39,8,manager or administrator,VIC,living with a partner,4.53,Q4,4.27,4.70,yes,yes,yes,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,yes,no,yes,yes,yes,,
Male,56,6,manager or administrator,QLD,separated or divorced,3.53,Q2,4.27,2.91,yes,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Male,43,4,professional,NSW,married,3.17,Q1,3.20,2.47,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,56,2,retired,QLD,married,4.20,Q3,3.87,2.63,yes,no,no,no,yes,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,yes,,
Male,67,8,professional,NSW,married,3.90,Q3,3.67,3.03,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,yes,,
Female,26,1,Clerical or service worker,VIC,living with a partner,3.77,Q2,3.33,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,53,1,,VIC,married,3.13,Q1,3.53,2.89,yes,no,no,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,yes,no,no,no,no,,
Female,32,7,home-duties,NSW,married,4.03,Q3,2.87,2.60,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,54,3,professional,VIC,living with a partner,4.53,Q4,4.33,3.84,yes,no,no,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,yes,,
Male,40,6,tradesperson,VIC,married,4.07,Q3,4.13,3.36,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,,
Female,24,7,,VIC,single,3.57,Q2,3.40,2.44,yes,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,,
Female,39,7,professional,NSW,married,3.20,Q1,2.80,2.64,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,34,8,professional,NSW,married,2.50,Q1,2.47,2.00,yes,no,yes,yes,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,yes,no,no,,
Male,35,8,professional,WA,living with a partner,3.83,Q3,3.00,2.60,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,no,yes,yes,,
Male,30,7,professional,NSW,married,4.33,Q4,3.27,1.67,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,no,,
Female,34,2,Clerical or service worker,VIC,married,2.93,Q1,3.13,2.43,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,56,3,small business owner,WA,married,4.13,Q3,3.53,3.80,yes,no,no,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,yes,no,yes,,
Female,22,2,unemployed,QLD,living with a partner,3.80,Q2,3.93,2.45,yes,no,no,no,yes,no,yes,yes,no,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Male,54,3,manager or administrator,QLD,married,3.80,Q2,3.60,2.92,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,,
Female,35,7,,QLD,,3.90,Q3,4.53,4.18,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,,
Female,72,8,professional,WA,widowed,4.63,Q4,4.47,4.50,yes,no,no,yes,yes,yes,no,yes,no,yes,no,no,yes,yes,no,yes,no,yes,no,yes,,
Male,32,1,manager or administrator,WA,married,3.93,Q3,3.53,3.14,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,no,yes,yes,no,yes,yes,no,yes,yes,yes,,
Female,41,3,home-duties,NSW,married,3.63,Q2,3.20,3.14,yes,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,yes,no,no,yes,no,yes,,
Male,27,8,manager or administrator,WA,living with a partner,3.70,Q2,3.33,3.24,yes,yes,no,yes,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,yes,yes,,
Male,26,7,professional,VIC,single,4.57,Q4,4.60,3.30,yes,yes,no,yes,yes,no,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,no,no,,
Male,61,3,retired,VIC,married,3.77,Q2,3.80,3.38,yes,yes,no,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,,
Male,35,6,,Tas,single,2.30,Q1,4.13,3.90,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,37,7,manager or administrator,NSW,married,3.23,Q1,3.13,2.20,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,,
Male,34,8,professional,VIC,married,3.07,Q1,3.27,2.53,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,,
Male,53,2,tradesperson,VIC,separated or divorced,4.07,Q3,3.73,3.15,yes,no,no,no,yes,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no,no,yes,,
Female,34,2,small business owner,NSW,married,3.83,Q3,3.60,3.08,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Female,30,3,Clerical or service worker,QLD,married,3.60,Q2,3.60,2.86,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,,
Male,45,4,manager or administrator,NSW,married,4.37,Q4,4.07,2.31,yes,yes,no,yes,yes,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,yes,,
Female,36,3,home-duties,VIC,married,4.20,Q3,3.80,,yes,no,no,yes,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,,
Female,31,7,professional,VIC,single,3.43,Q2,3.47,2.33,yes,no,no,no,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,yes,,
Male,21,2,tradesperson,ACT,single,3.53,Q2,2.07,2.33,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,33,6,professional,NSW,single,4.27,Q4,4.27,3.88,yes,yes,no,yes,no,no,yes,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,,
Male,51,3,small business owner,NSW,married,3.37,Q1,4.00,2.91,yes,no,no,yes,no,no,no,no,no,yes,no,yes,yes,yes,no,yes,no,no,no,yes,,
Female,67,3,retired,VIC,married,3.00,Q1,4.27,3.91,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,,
Female,34,7,professional,WA,married,3.20,Q1,3.47,2.45,yes,no,no,yes,no,no,no,no,no,yes,no,no,yes,no,no,no,no,no,yes,yes,,
Male,55,1,Clerical or service worker,VIC,married,3.00,Q1,3.00,2.00,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,,
Male,51,2,retired,QLD,separated or divorced,4.10,Q3,3.27,3.18,yes,no,no,yes,yes,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,yes,yes,,
Male,32,8,professional,VIC,single,3.60,Q2,3.33,2.73,yes,no,no,no,yes,no,no,no,no,yes,no,no,yes,no,no,no,no,no,no,yes,,
Female,36,7,,VIC,separated or divorced,3.43,Q2,3.47,2.66,yes,yes,no,no,yes,no,yes,no,yes,yes,no,no,yes,no,yes,no,no,no,yes,yes,,
Female,34,2,manager or administrator,NSW,living with a partner,4.43,Q4,3.87,2.85,yes,no,no,no,yes,no,yes,yes,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Male,55,8,professional,SA,separated or divorced,3.00,Q1,4.47,2.46,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,,
Female,43,6,,VIC,separated or divorced,3.40,Q2,3.87,2.90,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,,
Male,47,7,professional,NSW,married,4.63,Q4,4.20,3.87,yes,no,no,yes,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,no,yes,yes,yes,,
Male,62,4,,Tas,married,3.07,Q1,3.20,2.63,yes,no,no,no,no,no,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,,
Female,67,3,retired,QLD,separated or divorced,3.63,Q2,3.33,,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,,
Male,47,3,sales,VIC,separated or divorced,4.73,Q4,4.60,2.52,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,yes,no,yes,no,yes,,
Male,26,8,Clerical or service worker,QLD,single,3.40,Q2,3.27,2.50,yes,yes,yes,yes,yes,no,yes,yes,no,yes,no,no,yes,no,no,yes,no,yes,yes,no,,
Male,45,7,small business owner,QLD,single,3.90,Q3,3.27,3.23,yes,yes,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,,
Female,58,3,professional,NSW,separated or divorced,3.63,Q2,3.67,3.25,yes,no,no,no,no,no,no,yes,no,yes,no,yes,yes,no,no,no,no,no,yes,yes,,
Male,74,3,small business owner,VIC,married,3.43,Q2,3.73,3.07,yes,no,no,yes,yes,no,no,no,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,,
Male,60,2,retired,VIC,living with a partner,3.80,Q2,3.80,2.91,yes,no,no,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,no,no,no,no,no,yes,,
Male,70,8,professional,VIC,married,3.97,Q3,4.87,2.63,yes,no,yes,yes,yes,no,no,no,no,yes,no,no,yes,yes,no,no,no,no,yes,no,,
Male,60,2,manager or administrator,NSW,married,4.40,Q4,4.00,3.36,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,yes,yes,yes,,
Male,45,8,small business owner,QLD,married,4.13,Q3,4.40,4.05,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,yes,no,yes,no,yes,,
Male,59,1,professional,WA,living with a partner,3.90,Q3,4.40,2.29,yes,no,no,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,,
